starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 09 15:47:18 2025	1736434038	1	134	135	133
Thu Jan 09 15:47:23 2025	1736434043	0	135	135	104
Thu Jan 09 15:47:18 2025	1736434038	0	135	136	114
Thu Jan 09 15:47:25 2025	1736434045	1	135	136	134
Thu Jan 09 15:47:18 2025	1736434038	0	136	136	124
Thu Jan 09 15:47:21 2025	1736434041	0	136	136	135
Thu Jan 09 15:47:21 2025	1736434041	1	136	136	131
Thu Jan 09 15:47:16 2025	1736434036	8	128	137	127
Thu Jan 09 15:47:22 2025	1736434042	0	137	137	91
Thu Jan 09 15:47:22 2025	1736434042	5	133	138	126
Thu Jan 09 15:47:19 2025	1736434039	0	138	138	123
Thu Jan 09 15:47:18 2025	1736434038	0	138	138	137
Thu Jan 09 15:47:20 2025	1736434040	0	138	138	137
Thu Jan 09 15:47:24 2025	1736434044	0	138	138	120
Thu Jan 09 15:47:20 2025	1736434040	0	138	139	92
Thu Jan 09 15:47:21 2025	1736434041	0	139	139	137
Thu Jan 09 15:47:21 2025	1736434041	0	139	139	113
Thu Jan 09 15:47:23 2025	1736434043	0	139	140	130
Thu Jan 09 15:47:24 2025	1736434044	0	140	140	128
Thu Jan 09 15:47:18 2025	1736434038	0	140	140	139
Thu Jan 09 15:47:23 2025	1736434043	0	140	140	139
Thu Jan 09 15:47:18 2025	1736434038	0	140	140	124
Thu Jan 09 15:47:17 2025	1736434037	1	140	140	137
Thu Jan 09 15:47:17 2025	1736434037	0	140	141	139
Thu Jan 09 15:47:24 2025	1736434044	0	141	141	137
Thu Jan 09 15:47:18 2025	1736434038	0	140	141	63
Thu Jan 09 15:47:21 2025	1736434041	0	141	141	113
Thu Jan 09 15:47:24 2025	1736434044	0	141	141	127
Thu Jan 09 15:47:19 2025	1736434039	0	141	141	99
Thu Jan 09 15:47:17 2025	1736434037	0	141	141	140
Thu Jan 09 15:47:24 2025	1736434044	0	141	142	110
Thu Jan 09 15:47:22 2025	1736434042	0	141	142	140
Thu Jan 09 15:47:24 2025	1736434044	0	142	143	142
Thu Jan 09 15:47:25 2025	1736434045	0	143	143	139
Thu Jan 09 15:47:16 2025	1736434036	9	134	143	133
Thu Jan 09 15:47:21 2025	1736434041	0	143	144	114
Thu Jan 09 15:47:18 2025	1736434038	0	144	144	77
Thu Jan 09 15:47:24 2025	1736434044	0	144	144	117
Thu Jan 09 15:47:24 2025	1736434044	0	144	144	112
Thu Jan 09 15:47:24 2025	1736434044	0	144	145	144
Thu Jan 09 15:47:19 2025	1736434039	0	144	145	122
Thu Jan 09 15:47:20 2025	1736434040	0	145	145	144
Thu Jan 09 15:47:20 2025	1736434040	0	145	145	138
Thu Jan 09 15:47:24 2025	1736434044	0	145	145	144
Thu Jan 09 15:47:21 2025	1736434041	0	145	145	110
Thu Jan 09 15:47:18 2025	1736434038	0	145	146	106
Thu Jan 09 15:47:22 2025	1736434042	0	146	146	145
Thu Jan 09 15:47:24 2025	1736434044	0	146	146	119
Thu Jan 09 15:47:25 2025	1736434045	0	146	146	143
Thu Jan 09 15:47:22 2025	1736434042	0	146	146	131
Thu Jan 09 15:47:18 2025	1736434038	0	146	146	144
Thu Jan 09 15:47:25 2025	1736434045	0	146	146	144
Thu Jan 09 15:47:21 2025	1736434041	0	146	146	128
Thu Jan 09 15:47:22 2025	1736434042	0	146	146	128
Thu Jan 09 15:47:24 2025	1736434044	0	147	147	126
Thu Jan 09 15:47:19 2025	1736434039	0	147	147	145
Thu Jan 09 15:47:24 2025	1736434044	0	147	147	145
Thu Jan 09 15:47:22 2025	1736434042	0	148	148	120
Thu Jan 09 15:47:22 2025	1736434042	0	148	148	142
Thu Jan 09 15:47:18 2025	1736434038	0	149	149	144
Thu Jan 09 15:47:20 2025	1736434040	0	149	149	119
Thu Jan 09 15:47:22 2025	1736434042	1	148	149	145
Thu Jan 09 15:47:22 2025	1736434042	0	149	149	146
Thu Jan 09 15:47:21 2025	1736434041	0	149	149	148
Thu Jan 09 15:47:24 2025	1736434044	1	149	150	139
Thu Jan 09 15:47:21 2025	1736434041	0	150	150	125
Thu Jan 09 15:47:18 2025	1736434038	0	150	150	134
Thu Jan 09 15:47:24 2025	1736434044	0	151	151	101
Thu Jan 09 15:47:18 2025	1736434038	0	151	151	140
Thu Jan 09 15:47:21 2025	1736434041	0	152	152	150
Thu Jan 09 15:47:18 2025	1736434038	0	151	152	150
Thu Jan 09 15:47:16 2025	1736434036	9	142	152	142
Thu Jan 09 15:47:19 2025	1736434039	0	152	152	76
Thu Jan 09 15:47:22 2025	1736434042	0	152	152	121
Thu Jan 09 15:47:19 2025	1736434039	0	152	152	150
Thu Jan 09 15:47:21 2025	1736434041	2	151	152	150
Thu Jan 09 15:47:21 2025	1736434041	0	152	152	120
Thu Jan 09 15:47:21 2025	1736434041	0	152	153	125
Thu Jan 09 15:47:22 2025	1736434042	0	153	153	98
Thu Jan 09 15:47:22 2025	1736434042	0	153	153	141
Thu Jan 09 15:47:18 2025	1736434038	0	153	153	131
Thu Jan 09 15:47:20 2025	1736434040	0	153	153	101
Thu Jan 09 15:47:23 2025	1736434043	0	153	153	152
Thu Jan 09 15:47:20 2025	1736434040	0	153	153	152
Thu Jan 09 15:47:21 2025	1736434041	0	154	154	133
Thu Jan 09 15:47:19 2025	1736434039	0	154	154	132
Thu Jan 09 15:47:18 2025	1736434038	0	154	154	151
Thu Jan 09 15:47:21 2025	1736434041	0	154	154	122
Thu Jan 09 15:47:22 2025	1736434042	0	154	154	98
Thu Jan 09 15:47:21 2025	1736434041	0	154	154	115
Thu Jan 09 15:47:23 2025	1736434043	0	154	155	143
Thu Jan 09 15:47:18 2025	1736434038	0	154	155	154
Thu Jan 09 15:47:17 2025	1736434037	0	155	155	124
Thu Jan 09 15:47:22 2025	1736434042	0	154	155	142
Thu Jan 09 15:47:16 2025	1736434036	8	148	155	146
Thu Jan 09 15:47:24 2025	1736434044	0	155	155	124
Thu Jan 09 15:47:18 2025	1736434038	1	155	155	130
Thu Jan 09 15:47:21 2025	1736434041	0	156	156	118
Thu Jan 09 15:47:20 2025	1736434040	0	155	156	99
Thu Jan 09 15:47:21 2025	1736434041	0	156	156	131
Thu Jan 09 15:47:21 2025	1736434041	0	156	156	155
Thu Jan 09 15:47:19 2025	1736434039	0	156	156	86
Thu Jan 09 15:47:22 2025	1736434042	0	156	156	125
Thu Jan 09 15:47:21 2025	1736434041	0	157	157	150
Thu Jan 09 15:47:19 2025	1736434039	0	158	158	157
Thu Jan 09 15:47:20 2025	1736434040	0	158	158	157
Thu Jan 09 15:47:24 2025	1736434044	0	158	159	141
Thu Jan 09 15:47:22 2025	1736434042	0	158	159	143
Thu Jan 09 15:47:24 2025	1736434044	0	159	159	127
Thu Jan 09 15:47:17 2025	1736434037	0	160	160	159
Thu Jan 09 15:47:23 2025	1736434043	1	159	160	138
Thu Jan 09 15:47:18 2025	1736434038	0	160	160	154
Thu Jan 09 15:47:25 2025	1736434045	0	161	161	92
Thu Jan 09 15:47:18 2025	1736434038	0	161	161	145
Thu Jan 09 15:47:23 2025	1736434043	1	160	161	128
Thu Jan 09 15:47:21 2025	1736434041	0	161	162	160
Thu Jan 09 15:47:22 2025	1736434042	7	155	162	144
Thu Jan 09 15:47:16 2025	1736434036	8	155	163	154
Thu Jan 09 15:47:18 2025	1736434038	1	162	163	126
Thu Jan 09 15:47:20 2025	1736434040	1	162	163	128
Thu Jan 09 15:47:19 2025	1736434039	0	163	163	117
Thu Jan 09 15:47:23 2025	1736434043	0	163	163	159
Thu Jan 09 15:47:20 2025	1736434040	1	163	164	162
Thu Jan 09 15:47:17 2025	1736434037	0	164	164	160
Thu Jan 09 15:47:18 2025	1736434038	0	164	164	127
Thu Jan 09 15:47:25 2025	1736434045	1	164	165	148
Thu Jan 09 15:47:22 2025	1736434042	0	165	165	164
Thu Jan 09 15:47:22 2025	1736434042	0	165	165	161
Thu Jan 09 15:47:17 2025	1736434037	1	165	165	152
Thu Jan 09 15:47:24 2025	1736434044	0	165	166	147
Thu Jan 09 15:47:17 2025	1736434037	0	166	166	143
Thu Jan 09 15:47:18 2025	1736434038	0	166	166	164
Thu Jan 09 15:47:18 2025	1736434038	0	166	166	165
Thu Jan 09 15:47:22 2025	1736434042	0	166	166	144
Thu Jan 09 15:47:22 2025	1736434042	0	166	166	165
Thu Jan 09 15:47:22 2025	1736434042	0	166	166	117
Thu Jan 09 15:47:19 2025	1736434039	0	166	166	107
Thu Jan 09 15:47:22 2025	1736434042	0	166	166	137
Thu Jan 09 15:47:22 2025	1736434042	0	166	166	158
Thu Jan 09 15:47:17 2025	1736434037	1	166	166	131
Thu Jan 09 15:47:21 2025	1736434041	0	167	167	123
Thu Jan 09 15:47:24 2025	1736434044	1	166	167	165
Thu Jan 09 15:47:25 2025	1736434045	0	167	167	166
Thu Jan 09 15:47:17 2025	1736434037	1	166	167	155
Thu Jan 09 15:47:21 2025	1736434041	0	167	167	104
Thu Jan 09 15:47:25 2025	1736434045	0	168	168	115
Thu Jan 09 15:47:22 2025	1736434042	0	168	169	137
Thu Jan 09 15:47:24 2025	1736434044	0	169	169	168
Thu Jan 09 15:47:24 2025	1736434044	0	169	169	137
Thu Jan 09 15:47:20 2025	1736434040	1	169	170	166
Thu Jan 09 15:47:22 2025	1736434042	0	169	170	135
Thu Jan 09 15:47:22 2025	1736434042	0	170	170	109
Thu Jan 09 15:47:25 2025	1736434045	0	170	171	144
Thu Jan 09 15:47:21 2025	1736434041	2	169	171	139
Thu Jan 09 15:47:22 2025	1736434042	0	171	171	167
Thu Jan 09 15:47:20 2025	1736434040	0	171	171	155
Thu Jan 09 15:47:21 2025	1736434041	0	171	171	170
Thu Jan 09 15:47:22 2025	1736434042	0	171	171	150
Thu Jan 09 15:47:24 2025	1736434044	1	171	171	135
Thu Jan 09 15:47:19 2025	1736434039	0	172	172	171
Thu Jan 09 15:47:20 2025	1736434040	0	172	172	170
Thu Jan 09 15:47:17 2025	1736434037	0	172	173	164
Thu Jan 09 15:47:22 2025	1736434042	0	172	173	143
Thu Jan 09 15:47:21 2025	1736434041	0	173	173	136
Thu Jan 09 15:47:25 2025	1736434045	0	173	173	171
Thu Jan 09 15:47:21 2025	1736434041	2	171	173	132
Thu Jan 09 15:47:20 2025	1736434040	0	173	173	88
Thu Jan 09 15:47:21 2025	1736434041	1	172	174	154
Thu Jan 09 15:47:21 2025	1736434041	0	174	174	154
Thu Jan 09 15:47:22 2025	1736434042	0	174	174	146
Thu Jan 09 15:47:22 2025	1736434042	0	174	174	159
Thu Jan 09 15:47:18 2025	1736434038	0	174	174	145
Thu Jan 09 15:47:19 2025	1736434039	0	175	175	139
Thu Jan 09 15:47:17 2025	1736434037	0	175	175	155
Thu Jan 09 15:47:21 2025	1736434041	0	175	176	164
Thu Jan 09 15:47:21 2025	1736434041	0	175	176	140
Thu Jan 09 15:47:17 2025	1736434037	0	176	176	139
Thu Jan 09 15:47:22 2025	1736434042	0	176	176	160
Thu Jan 09 15:47:25 2025	1736434045	0	176	176	173
Thu Jan 09 15:47:21 2025	1736434041	0	176	176	158
Thu Jan 09 15:47:22 2025	1736434042	0	177	177	160
Thu Jan 09 15:47:21 2025	1736434041	0	177	177	102
Thu Jan 09 15:47:24 2025	1736434044	0	177	177	166
Thu Jan 09 15:47:21 2025	1736434041	0	177	177	150
Thu Jan 09 15:47:23 2025	1736434043	0	177	177	135
Thu Jan 09 15:47:25 2025	1736434045	0	177	177	164
Thu Jan 09 15:47:16 2025	1736434036	8	170	178	170
Thu Jan 09 15:47:19 2025	1736434039	0	178	178	107
Thu Jan 09 15:47:25 2025	1736434045	0	178	179	176
Thu Jan 09 15:47:23 2025	1736434043	0	178	179	174
Thu Jan 09 15:47:22 2025	1736434042	0	179	179	172
Thu Jan 09 15:47:22 2025	1736434042	0	179	180	162
Thu Jan 09 15:47:22 2025	1736434042	0	180	180	179
Thu Jan 09 15:47:17 2025	1736434037	0	180	180	178
Thu Jan 09 15:47:21 2025	1736434041	0	180	180	157
Thu Jan 09 15:47:19 2025	1736434039	0	181	181	172
Thu Jan 09 15:47:17 2025	1736434037	0	181	181	179
Thu Jan 09 15:47:23 2025	1736434043	0	182	182	152
Thu Jan 09 15:47:16 2025	1736434036	8	175	182	172
Thu Jan 09 15:47:21 2025	1736434041	2	181	182	165
Thu Jan 09 15:47:22 2025	1736434042	0	183	183	148
Thu Jan 09 15:47:25 2025	1736434045	0	183	183	182
Thu Jan 09 15:47:24 2025	1736434044	0	183	183	180
Thu Jan 09 15:47:22 2025	1736434042	0	183	183	182
Thu Jan 09 15:47:22 2025	1736434042	0	184	185	157
Thu Jan 09 15:47:26 2025	1736434046	0	184	185	183
Thu Jan 09 15:47:19 2025	1736434039	0	185	185	182
Thu Jan 09 15:47:22 2025	1736434042	0	185	185	158
Thu Jan 09 15:47:22 2025	1736434042	0	185	185	159
Thu Jan 09 15:47:17 2025	1736434037	0	185	185	184
Thu Jan 09 15:47:24 2025	1736434044	0	185	186	181
Thu Jan 09 15:47:21 2025	1736434041	1	185	186	173
Thu Jan 09 15:47:22 2025	1736434042	0	186	186	167
Thu Jan 09 15:47:25 2025	1736434045	0	186	187	186
Thu Jan 09 15:47:22 2025	1736434042	0	187	187	135
Thu Jan 09 15:47:25 2025	1736434045	0	187	188	182
Thu Jan 09 15:47:17 2025	1736434037	0	189	189	187
Thu Jan 09 15:47:18 2025	1736434038	0	189	189	146
Thu Jan 09 15:47:19 2025	1736434039	0	189	189	184
Thu Jan 09 15:47:20 2025	1736434040	0	189	190	180
Thu Jan 09 15:47:17 2025	1736434037	0	190	190	178
Thu Jan 09 15:47:19 2025	1736434039	0	190	190	189
Thu Jan 09 15:47:25 2025	1736434045	0	190	190	188
Thu Jan 09 15:47:25 2025	1736434045	0	190	190	187
Thu Jan 09 15:47:20 2025	1736434040	0	191	191	130
Thu Jan 09 15:47:17 2025	1736434037	0	191	191	190
Thu Jan 09 15:47:21 2025	1736434041	0	191	192	158
Thu Jan 09 15:47:26 2025	1736434046	0	192	192	190
Thu Jan 09 15:47:16 2025	1736434036	9	182	192	181
Thu Jan 09 15:47:22 2025	1736434042	0	192	192	176
Thu Jan 09 15:47:21 2025	1736434041	1	192	192	184
Thu Jan 09 15:47:20 2025	1736434040	0	192	192	191
Thu Jan 09 15:47:24 2025	1736434044	0	192	193	191
Thu Jan 09 15:47:22 2025	1736434042	0	193	193	185
Thu Jan 09 15:47:21 2025	1736434041	0	194	194	128
Thu Jan 09 15:47:21 2025	1736434041	0	194	195	182
Thu Jan 09 15:47:19 2025	1736434039	0	195	195	148
Thu Jan 09 15:47:24 2025	1736434044	0	195	196	169
Thu Jan 09 15:47:20 2025	1736434040	0	195	196	177
Thu Jan 09 15:47:21 2025	1736434041	0	196	196	160
Thu Jan 09 15:47:19 2025	1736434039	0	196	196	155
Thu Jan 09 15:47:23 2025	1736434043	0	196	196	142
Thu Jan 09 15:47:25 2025	1736434045	1	196	196	176
Thu Jan 09 15:47:25 2025	1736434045	0	196	197	196
Thu Jan 09 15:47:16 2025	1736434036	0	197	197	192
Thu Jan 09 15:47:22 2025	1736434042	0	197	197	164
Thu Jan 09 15:47:24 2025	1736434044	0	197	197	174
Thu Jan 09 15:47:21 2025	1736434041	0	197	197	196
Thu Jan 09 15:47:19 2025	1736434039	1	197	198	182
Thu Jan 09 15:47:18 2025	1736434038	0	198	198	191
Thu Jan 09 15:47:19 2025	1736434039	0	198	199	197
Thu Jan 09 15:47:21 2025	1736434041	0	199	199	183
Thu Jan 09 15:47:22 2025	1736434042	1	199	199	145
Thu Jan 09 15:47:21 2025	1736434041	1	199	199	154
Thu Jan 09 15:47:22 2025	1736434042	0	200	200	198
Thu Jan 09 15:47:22 2025	1736434042	0	200	200	128
Thu Jan 09 15:47:19 2025	1736434039	0	200	200	184
Thu Jan 09 15:47:17 2025	1736434037	0	200	201	151
Thu Jan 09 15:47:23 2025	1736434043	0	201	201	200
Thu Jan 09 15:47:24 2025	1736434044	0	201	201	199
Thu Jan 09 15:47:18 2025	1736434038	1	201	201	166
Thu Jan 09 15:47:21 2025	1736434041	0	201	202	200
Thu Jan 09 15:47:19 2025	1736434039	1	201	202	180
Thu Jan 09 15:47:17 2025	1736434037	0	202	202	174
Thu Jan 09 15:47:25 2025	1736434045	0	202	202	191
Thu Jan 09 15:47:21 2025	1736434041	0	203	204	107
Thu Jan 09 15:47:24 2025	1736434044	0	204	204	155
Thu Jan 09 15:47:24 2025	1736434044	0	204	204	172
Thu Jan 09 15:47:17 2025	1736434037	0	204	204	156
Thu Jan 09 15:47:19 2025	1736434039	0	204	205	145
Thu Jan 09 15:47:23 2025	1736434043	0	205	205	201
Thu Jan 09 15:47:22 2025	1736434042	0	205	205	203
Thu Jan 09 15:47:22 2025	1736434042	0	205	205	108
Thu Jan 09 15:47:21 2025	1736434041	0	205	206	172
Thu Jan 09 15:47:22 2025	1736434042	0	205	206	193
Thu Jan 09 15:47:25 2025	1736434045	0	206	206	191
Thu Jan 09 15:47:19 2025	1736434039	0	206	206	190
Thu Jan 09 15:47:24 2025	1736434044	0	206	206	192
Thu Jan 09 15:47:20 2025	1736434040	0	206	206	119
Thu Jan 09 15:47:20 2025	1736434040	0	206	206	191
Thu Jan 09 15:47:26 2025	1736434046	0	207	207	205
Thu Jan 09 15:47:17 2025	1736434037	0	207	207	170
Thu Jan 09 15:47:25 2025	1736434045	0	207	207	205
Thu Jan 09 15:47:24 2025	1736434044	0	208	208	184
Thu Jan 09 15:47:24 2025	1736434044	0	208	208	193
Thu Jan 09 15:47:25 2025	1736434045	0	208	209	207
Thu Jan 09 15:47:19 2025	1736434039	0	209	209	122
Thu Jan 09 15:47:20 2025	1736434040	0	210	210	126
Thu Jan 09 15:47:26 2025	1736434046	0	210	210	209
Thu Jan 09 15:47:19 2025	1736434039	1	210	210	209
Thu Jan 09 15:47:18 2025	1736434038	0	211	211	162
Thu Jan 09 15:47:21 2025	1736434041	0	211	212	210
Thu Jan 09 15:47:22 2025	1736434042	0	212	212	157
Thu Jan 09 15:47:19 2025	1736434039	0	213	213	209
Thu Jan 09 15:47:20 2025	1736434040	1	212	213	198
Thu Jan 09 15:47:19 2025	1736434039	0	213	213	211
Thu Jan 09 15:47:23 2025	1736434043	0	213	213	201
Thu Jan 09 15:47:21 2025	1736434041	0	213	214	213
Thu Jan 09 15:47:19 2025	1736434039	0	214	214	210
Thu Jan 09 15:47:17 2025	1736434037	0	214	214	182
Thu Jan 09 15:47:25 2025	1736434045	0	214	214	208
Thu Jan 09 15:47:17 2025	1736434037	0	214	215	213
Thu Jan 09 15:47:26 2025	1736434046	0	215	215	215
Thu Jan 09 15:47:21 2025	1736434041	0	215	216	205
Thu Jan 09 15:47:24 2025	1736434044	0	216	216	215
Thu Jan 09 15:47:21 2025	1736434041	0	216	216	198
Thu Jan 09 15:47:22 2025	1736434042	0	217	217	168
Thu Jan 09 15:47:25 2025	1736434045	0	217	217	213
Thu Jan 09 15:47:19 2025	1736434039	1	217	218	216
Thu Jan 09 15:47:23 2025	1736434043	0	217	218	203
Thu Jan 09 15:47:21 2025	1736434041	0	218	218	192
Thu Jan 09 15:47:22 2025	1736434042	0	218	219	216
Thu Jan 09 15:47:17 2025	1736434037	0	218	219	187
Thu Jan 09 15:47:21 2025	1736434041	0	218	219	202
Thu Jan 09 15:47:22 2025	1736434042	0	219	219	217
Thu Jan 09 15:47:21 2025	1736434041	0	219	219	195
Thu Jan 09 15:47:25 2025	1736434045	0	219	219	217
Thu Jan 09 15:47:22 2025	1736434042	0	219	219	178
Thu Jan 09 15:47:21 2025	1736434041	0	220	220	187
Thu Jan 09 15:47:24 2025	1736434044	0	220	220	188
Thu Jan 09 15:47:21 2025	1736434041	1	220	220	175
Thu Jan 09 15:47:20 2025	1736434040	0	220	220	219
Thu Jan 09 15:47:25 2025	1736434045	0	220	220	205
Thu Jan 09 15:47:25 2025	1736434045	0	220	221	204
Thu Jan 09 15:47:21 2025	1736434041	0	221	221	220
Thu Jan 09 15:47:24 2025	1736434044	0	221	222	163
Thu Jan 09 15:47:25 2025	1736434045	0	223	223	211
Thu Jan 09 15:47:22 2025	1736434042	0	223	223	210
Thu Jan 09 15:47:22 2025	1736434042	0	223	223	217
Thu Jan 09 15:47:25 2025	1736434045	0	224	224	220
Thu Jan 09 15:47:18 2025	1736434038	0	224	224	202
Thu Jan 09 15:47:22 2025	1736434042	0	224	224	197
Thu Jan 09 15:47:21 2025	1736434041	0	225	225	202
Thu Jan 09 15:47:19 2025	1736434039	1	224	225	223
Thu Jan 09 15:47:25 2025	1736434045	0	225	225	220
Thu Jan 09 15:47:23 2025	1736434043	0	226	226	225
Thu Jan 09 15:47:17 2025	1736434037	0	226	227	205
Thu Jan 09 15:47:25 2025	1736434045	0	229	229	227
Thu Jan 09 15:47:21 2025	1736434041	0	229	229	183
Thu Jan 09 15:47:21 2025	1736434041	0	229	229	210
Thu Jan 09 15:47:25 2025	1736434045	0	229	229	229
Thu Jan 09 15:47:17 2025	1736434037	0	229	230	208
Thu Jan 09 15:47:21 2025	1736434041	0	230	230	225
Thu Jan 09 15:47:22 2025	1736434042	0	230	230	199
Thu Jan 09 15:47:19 2025	1736434039	0	231	231	230
Thu Jan 09 15:47:21 2025	1736434041	0	231	231	230
Thu Jan 09 15:47:22 2025	1736434042	1	231	231	209
Thu Jan 09 15:47:26 2025	1736434046	0	232	232	210
Thu Jan 09 15:47:25 2025	1736434045	0	233	233	232
Thu Jan 09 15:47:21 2025	1736434041	0	233	233	198
Thu Jan 09 15:47:22 2025	1736434042	0	234	234	198
Thu Jan 09 15:47:25 2025	1736434045	0	234	234	233
Thu Jan 09 15:47:25 2025	1736434045	0	234	235	208
Thu Jan 09 15:47:17 2025	1736434037	0	234	235	218
Thu Jan 09 15:47:26 2025	1736434046	0	235	235	231
Thu Jan 09 15:47:25 2025	1736434045	0	235	236	221
Thu Jan 09 15:47:21 2025	1736434041	1	235	236	176
Thu Jan 09 15:47:22 2025	1736434042	0	236	236	226
Thu Jan 09 15:47:22 2025	1736434042	0	236	236	208
Thu Jan 09 15:47:25 2025	1736434045	0	236	237	220
Thu Jan 09 15:47:23 2025	1736434043	0	237	237	147
Thu Jan 09 15:47:18 2025	1736434038	0	237	237	236
Thu Jan 09 15:47:25 2025	1736434045	0	237	238	218
Thu Jan 09 15:47:25 2025	1736434045	0	237	238	236
Thu Jan 09 15:47:26 2025	1736434046	0	238	238	237
Thu Jan 09 15:47:22 2025	1736434042	0	238	238	197
Thu Jan 09 15:47:25 2025	1736434045	0	238	238	237
Thu Jan 09 15:47:25 2025	1736434045	0	238	239	238
Thu Jan 09 15:47:24 2025	1736434044	0	239	239	202
Thu Jan 09 15:47:25 2025	1736434045	1	239	240	238
Thu Jan 09 15:47:17 2025	1736434037	0	243	243	226
Thu Jan 09 15:47:22 2025	1736434042	0	244	244	224
Thu Jan 09 15:47:22 2025	1736434042	0	245	245	244
Thu Jan 09 15:47:22 2025	1736434042	0	245	246	235
Thu Jan 09 15:47:25 2025	1736434045	0	246	246	244
Thu Jan 09 15:47:22 2025	1736434042	0	246	246	231
Thu Jan 09 15:47:25 2025	1736434045	0	246	246	244
Thu Jan 09 15:47:24 2025	1736434044	0	247	247	233
Thu Jan 09 15:47:17 2025	1736434037	0	248	248	228
Thu Jan 09 15:47:26 2025	1736434046	0	248	248	247
Thu Jan 09 15:47:25 2025	1736434045	0	248	248	204
Thu Jan 09 15:47:24 2025	1736434044	0	248	248	238
Thu Jan 09 15:47:19 2025	1736434039	0	249	249	248
Thu Jan 09 15:47:22 2025	1736434042	0	249	249	172
Thu Jan 09 15:47:23 2025	1736434043	0	249	250	158
Thu Jan 09 15:47:19 2025	1736434039	0	250	251	161
Thu Jan 09 15:47:23 2025	1736434043	0	250	251	245
Thu Jan 09 15:47:25 2025	1736434045	0	250	251	250
Thu Jan 09 15:47:23 2025	1736434043	0	251	251	233
Thu Jan 09 15:47:17 2025	1736434037	0	251	251	250
Thu Jan 09 15:47:17 2025	1736434037	0	251	252	189
Thu Jan 09 15:47:18 2025	1736434038	0	252	252	176
Thu Jan 09 15:47:22 2025	1736434042	0	253	253	229
Thu Jan 09 15:47:22 2025	1736434042	0	253	253	227
Thu Jan 09 15:47:25 2025	1736434045	0	253	254	252
Thu Jan 09 15:47:25 2025	1736434045	0	254	254	253
Thu Jan 09 15:47:24 2025	1736434044	0	256	256	249
Thu Jan 09 15:47:25 2025	1736434045	0	256	256	255
Thu Jan 09 15:47:26 2025	1736434046	0	256	257	239
Thu Jan 09 15:47:26 2025	1736434046	0	256	257	239
Thu Jan 09 15:47:24 2025	1736434044	0	257	257	176
Thu Jan 09 15:47:23 2025	1736434043	1	257	258	225
Thu Jan 09 15:47:22 2025	1736434042	0	259	259	237
Thu Jan 09 15:47:23 2025	1736434043	0	259	259	247
Thu Jan 09 15:47:24 2025	1736434044	0	260	260	259
Thu Jan 09 15:47:26 2025	1736434046	0	261	261	245
Thu Jan 09 15:47:25 2025	1736434045	0	261	261	253
Thu Jan 09 15:47:26 2025	1736434046	0	261	261	261
Thu Jan 09 15:47:25 2025	1736434045	0	261	262	260
Thu Jan 09 15:47:19 2025	1736434039	0	262	262	214
Thu Jan 09 15:47:25 2025	1736434045	0	262	262	261
Thu Jan 09 15:47:25 2025	1736434045	0	262	262	257
Thu Jan 09 15:47:16 2025	1736434036	1	262	263	261
Thu Jan 09 15:47:22 2025	1736434042	0	263	263	258
Thu Jan 09 15:47:22 2025	1736434042	0	263	263	254
Thu Jan 09 15:47:25 2025	1736434045	0	263	263	260
Thu Jan 09 15:47:20 2025	1736434040	0	264	264	247
Thu Jan 09 15:47:19 2025	1736434039	1	263	264	251
Thu Jan 09 15:47:21 2025	1736434041	1	264	265	262
Thu Jan 09 15:47:17 2025	1736434037	1	264	265	254
Thu Jan 09 15:47:26 2025	1736434046	1	264	265	262
Thu Jan 09 15:47:22 2025	1736434042	0	266	266	261
Thu Jan 09 15:47:19 2025	1736434039	0	266	266	220
Thu Jan 09 15:47:17 2025	1736434037	1	267	267	222
Thu Jan 09 15:47:22 2025	1736434042	0	267	267	265
Thu Jan 09 15:47:25 2025	1736434045	1	267	267	266
Thu Jan 09 15:47:22 2025	1736434042	0	267	268	251
Thu Jan 09 15:47:26 2025	1736434046	0	267	268	267
Thu Jan 09 15:47:25 2025	1736434045	1	267	268	266
Thu Jan 09 15:47:18 2025	1736434038	1	267	268	234
Thu Jan 09 15:47:26 2025	1736434046	0	269	269	268
Thu Jan 09 15:47:17 2025	1736434037	0	269	269	166
Thu Jan 09 15:47:19 2025	1736434039	0	270	270	257
Thu Jan 09 15:47:25 2025	1736434045	0	270	270	198
Thu Jan 09 15:47:24 2025	1736434044	0	270	271	181
Thu Jan 09 15:47:26 2025	1736434046	0	271	271	261
Thu Jan 09 15:47:24 2025	1736434044	0	271	271	264
Thu Jan 09 15:47:17 2025	1736434037	0	271	271	266
Thu Jan 09 15:47:23 2025	1736434043	0	271	272	270
Thu Jan 09 15:47:26 2025	1736434046	0	272	272	253
Thu Jan 09 15:47:22 2025	1736434042	0	272	272	264
Thu Jan 09 15:47:22 2025	1736434042	0	273	273	228
Thu Jan 09 15:47:25 2025	1736434045	0	273	274	272
Thu Jan 09 15:47:25 2025	1736434045	0	274	274	274
Thu Jan 09 15:47:17 2025	1736434037	0	275	275	274
Thu Jan 09 15:47:25 2025	1736434045	1	275	276	268
Thu Jan 09 15:47:23 2025	1736434043	0	276	276	266
Thu Jan 09 15:47:19 2025	1736434039	0	276	276	263
Thu Jan 09 15:47:26 2025	1736434046	0	277	277	276
Thu Jan 09 15:47:22 2025	1736434042	0	277	277	228
