starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 09 15:47:21 2025	1736434041	0	125	126	102
Thu Jan 09 15:47:23 2025	1736434043	0	125	126	111
Thu Jan 09 15:47:17 2025	1736434037	0	126	126	97
Thu Jan 09 15:47:24 2025	1736434044	0	126	126	125
Thu Jan 09 15:47:25 2025	1736434045	0	126	126	124
Thu Jan 09 15:47:24 2025	1736434044	0	126	126	123
Thu Jan 09 15:47:24 2025	1736434044	0	126	126	124
Thu Jan 09 15:47:21 2025	1736434041	0	126	126	122
Thu Jan 09 15:47:24 2025	1736434044	0	126	126	125
Thu Jan 09 15:47:24 2025	1736434044	0	127	127	121
Thu Jan 09 15:47:21 2025	1736434041	0	127	127	104
Thu Jan 09 15:47:21 2025	1736434041	0	127	128	127
Thu Jan 09 15:47:20 2025	1736434040	0	128	128	71
Thu Jan 09 15:47:18 2025	1736434038	0	128	128	105
Thu Jan 09 15:47:24 2025	1736434044	0	128	128	113
Thu Jan 09 15:47:21 2025	1736434041	1	128	129	107
Thu Jan 09 15:47:20 2025	1736434040	0	128	129	128
Thu Jan 09 15:47:21 2025	1736434041	0	129	129	98
Thu Jan 09 15:47:24 2025	1736434044	0	129	129	125
Thu Jan 09 15:47:22 2025	1736434042	0	129	129	124
Thu Jan 09 15:47:22 2025	1736434042	0	129	130	109
Thu Jan 09 15:47:21 2025	1736434041	0	130	130	109
Thu Jan 09 15:47:20 2025	1736434040	0	130	130	82
Thu Jan 09 15:47:21 2025	1736434041	0	130	130	127
Thu Jan 09 15:47:18 2025	1736434038	1	130	131	128
Thu Jan 09 15:47:21 2025	1736434041	0	131	131	122
Thu Jan 09 15:47:23 2025	1736434043	0	131	131	130
Thu Jan 09 15:47:18 2025	1736434038	0	131	131	113
Thu Jan 09 15:47:18 2025	1736434038	0	131	131	95
Thu Jan 09 15:47:21 2025	1736434041	0	131	131	110
Thu Jan 09 15:47:20 2025	1736434040	0	131	132	130
Thu Jan 09 15:47:18 2025	1736434038	0	132	132	131
Thu Jan 09 15:47:21 2025	1736434041	0	133	133	126
Thu Jan 09 15:47:23 2025	1736434043	0	133	133	83
Thu Jan 09 15:47:18 2025	1736434038	1	132	133	129
Thu Jan 09 15:47:24 2025	1736434044	0	133	133	123
Thu Jan 09 15:47:19 2025	1736434039	0	133	133	125
Thu Jan 09 15:47:24 2025	1736434044	1	133	133	117
Thu Jan 09 15:47:18 2025	1736434038	1	133	133	132
Thu Jan 09 15:47:17 2025	1736434037	0	133	133	91
Thu Jan 09 15:47:18 2025	1736434038	0	133	133	105
Thu Jan 09 15:47:22 2025	1736434042	0	133	134	113
Thu Jan 09 15:47:21 2025	1736434041	0	134	134	130
Thu Jan 09 15:47:21 2025	1736434041	0	134	134	133
Thu Jan 09 15:47:24 2025	1736434044	0	134	135	131
Thu Jan 09 15:47:23 2025	1736434043	0	134	135	115
