starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 09 15:45:11 2025	1736433911	0	990	990	935
Thu Jan 09 15:45:06 2025	1736433906	0	991	991	979
Thu Jan 09 15:45:06 2025	1736433906	0	991	991	901
Thu Jan 09 15:45:13 2025	1736433913	0	993	993	499
Thu Jan 09 15:45:04 2025	1736433904	0	997	997	927
Thu Jan 09 15:45:07 2025	1736433907	0	998	998	903
Thu Jan 09 15:45:11 2025	1736433911	0	999	999	969
Thu Jan 09 15:45:03 2025	1736433903	0	999	999	961
Thu Jan 09 15:45:11 2025	1736433911	1	999	1000	971
Thu Jan 09 15:45:11 2025	1736433911	0	1000	1000	981
Thu Jan 09 15:45:13 2025	1736433913	0	1001	1001	494
Thu Jan 09 15:45:07 2025	1736433907	0	1001	1001	942
Thu Jan 09 15:45:11 2025	1736433911	0	1001	1001	987
Thu Jan 09 15:45:11 2025	1736433911	0	1003	1003	976
Thu Jan 09 15:45:07 2025	1736433907	0	1003	1003	927
Thu Jan 09 15:45:13 2025	1736433913	0	1006	1007	972
Thu Jan 09 15:45:04 2025	1736433904	0	1007	1007	608
Thu Jan 09 15:45:03 2025	1736433903	6	1001	1007	848
Thu Jan 09 15:45:03 2025	1736433903	64	945	1009	944
Thu Jan 09 15:45:07 2025	1736433907	0	1009	1009	911
Thu Jan 09 15:45:04 2025	1736433904	0	1010	1010	948
Thu Jan 09 15:45:04 2025	1736433904	0	1012	1012	1004
Thu Jan 09 15:45:07 2025	1736433907	0	1012	1012	967
Thu Jan 09 15:45:13 2025	1736433913	0	1014	1014	983
Thu Jan 09 15:45:05 2025	1736433905	0	1014	1015	954
Thu Jan 09 15:45:03 2025	1736433903	8	1008	1016	1007
Thu Jan 09 15:45:05 2025	1736433905	0	1016	1016	1007
Thu Jan 09 15:45:07 2025	1736433907	0	1017	1017	994
Thu Jan 09 15:45:12 2025	1736433912	0	1018	1019	1006
Thu Jan 09 15:45:09 2025	1736433909	0	1019	1019	1018
Thu Jan 09 15:45:09 2025	1736433909	0	1020	1020	994
Thu Jan 09 15:45:09 2025	1736433909	0	1020	1020	1011
Thu Jan 09 15:45:03 2025	1736433903	3	1018	1021	1001
Thu Jan 09 15:45:13 2025	1736433913	1	1022	1023	1010
Thu Jan 09 15:45:10 2025	1736433910	0	1024	1025	1023
Thu Jan 09 15:45:08 2025	1736433908	0	1025	1025	896
Thu Jan 09 15:45:11 2025	1736433911	0	1026	1027	1025
Thu Jan 09 15:45:08 2025	1736433908	0	1029	1029	1011
Thu Jan 09 15:45:05 2025	1736433905	0	1035	1036	962
Thu Jan 09 15:45:03 2025	1736433903	39	1003	1043	974
Thu Jan 09 15:45:06 2025	1736433906	0	1044	1044	918
Thu Jan 09 15:45:11 2025	1736433911	0	1044	1044	1041
Thu Jan 09 15:45:12 2025	1736433912	0	1045	1045	967
Thu Jan 09 15:45:04 2025	1736433904	0	1046	1047	1029
Thu Jan 09 15:45:04 2025	1736433904	0	1049	1049	408
Thu Jan 09 15:45:04 2025	1736433904	0	1050	1050	1050
Thu Jan 09 15:45:06 2025	1736433906	0	1051	1051	1050
Thu Jan 09 15:45:03 2025	1736433903	50	1001	1051	978
Thu Jan 09 15:45:09 2025	1736433909	0	1055	1055	1030
Thu Jan 09 15:45:07 2025	1736433907	0	1057	1057	1045
Thu Jan 09 15:45:04 2025	1736433904	0	1058	1058	1058
Thu Jan 09 15:45:06 2025	1736433906	0	1059	1059	1003
Thu Jan 09 15:45:03 2025	1736433903	3	1057	1060	938
Thu Jan 09 15:45:07 2025	1736433907	0	1062	1062	920
Thu Jan 09 15:45:03 2025	1736433903	5	1058	1063	937
Thu Jan 09 15:45:04 2025	1736433904	0	1067	1067	547
Thu Jan 09 15:45:07 2025	1736433907	0	1068	1068	1008
Thu Jan 09 15:45:07 2025	1736433907	0	1070	1071	987
Thu Jan 09 15:45:12 2025	1736433912	0	1078	1078	1041
Thu Jan 09 15:45:12 2025	1736433912	0	1079	1080	1069
Thu Jan 09 15:45:05 2025	1736433905	0	1080	1081	1067
Thu Jan 09 15:45:12 2025	1736433912	0	1083	1083	1051
Thu Jan 09 15:45:09 2025	1736433909	1	1084	1085	1077
Thu Jan 09 15:45:12 2025	1736433912	0	1088	1088	849
Thu Jan 09 15:45:08 2025	1736433908	0	1090	1090	1089
Thu Jan 09 15:45:11 2025	1736433911	1	1091	1091	1063
Thu Jan 09 15:45:13 2025	1736433913	0	1092	1092	529
Thu Jan 09 15:45:07 2025	1736433907	0	1092	1093	990
Thu Jan 09 15:45:09 2025	1736433909	1	1093	1094	1079
Thu Jan 09 15:45:03 2025	1736433903	63	1032	1095	1024
Thu Jan 09 15:45:07 2025	1736433907	0	1095	1096	377
Thu Jan 09 15:45:07 2025	1736433907	0	1098	1098	1033
Thu Jan 09 15:45:11 2025	1736433911	0	1098	1099	1097
Thu Jan 09 15:45:06 2025	1736433906	0	1101	1102	564
Thu Jan 09 15:45:09 2025	1736433909	0	1105	1106	1105
Thu Jan 09 15:45:07 2025	1736433907	0	1106	1106	1106
Thu Jan 09 15:45:04 2025	1736433904	0	1110	1111	1108
Thu Jan 09 15:45:07 2025	1736433907	0	1115	1116	1115
Thu Jan 09 15:45:08 2025	1736433908	0	1117	1118	1079
Thu Jan 09 15:45:07 2025	1736433907	0	1118	1119	1101
Thu Jan 09 15:45:10 2025	1736433910	0	1122	1122	1094
Thu Jan 09 15:45:06 2025	1736433906	0	1124	1124	1062
Thu Jan 09 15:45:11 2025	1736433911	0	1130	1130	1112
Thu Jan 09 15:45:11 2025	1736433911	0	1130	1130	1113
Thu Jan 09 15:45:04 2025	1736433904	0	1131	1131	1130
Thu Jan 09 15:45:07 2025	1736433907	0	1133	1133	1089
Thu Jan 09 15:45:06 2025	1736433906	0	1138	1138	1093
Thu Jan 09 15:45:03 2025	1736433903	2	1139	1142	1101
Thu Jan 09 15:45:04 2025	1736433904	0	1142	1142	1139
Thu Jan 09 15:45:06 2025	1736433906	0	1142	1143	1131
Thu Jan 09 15:45:13 2025	1736433913	0	1148	1148	600
Thu Jan 09 15:45:04 2025	1736433904	0	1148	1148	1144
Thu Jan 09 15:45:07 2025	1736433907	0	1151	1151	1147
Thu Jan 09 15:45:05 2025	1736433905	0	1152	1152	1151
Thu Jan 09 15:45:12 2025	1736433912	0	1155	1155	1112
Thu Jan 09 15:45:13 2025	1736433913	0	1157	1158	662
Thu Jan 09 15:45:07 2025	1736433907	0	1158	1158	1135
Thu Jan 09 15:45:13 2025	1736433913	0	1169	1169	786
Thu Jan 09 15:45:04 2025	1736433904	0	1170	1170	1166
Thu Jan 09 15:45:11 2025	1736433911	0	1172	1172	1141
Thu Jan 09 15:45:07 2025	1736433907	0	1172	1172	1135
Thu Jan 09 15:45:09 2025	1736433909	0	1179	1179	1176
Thu Jan 09 15:45:05 2025	1736433905	0	1186	1187	1169
Thu Jan 09 15:45:11 2025	1736433911	0	1192	1192	876
Thu Jan 09 15:45:04 2025	1736433904	0	1195	1195	1194
Thu Jan 09 15:45:04 2025	1736433904	0	1195	1195	1165
Thu Jan 09 15:45:07 2025	1736433907	0	1197	1198	290
Thu Jan 09 15:45:04 2025	1736433904	0	1203	1203	771
Thu Jan 09 15:45:12 2025	1736433912	0	1206	1207	1206
Thu Jan 09 15:45:07 2025	1736433907	0	1208	1208	1184
Thu Jan 09 15:45:13 2025	1736433913	0	1211	1211	977
Thu Jan 09 15:45:12 2025	1736433912	0	1212	1212	1134
Thu Jan 09 15:45:08 2025	1736433908	0	1216	1216	1203
Thu Jan 09 15:45:12 2025	1736433912	0	1218	1218	1188
Thu Jan 09 15:45:12 2025	1736433912	0	1221	1221	1207
Thu Jan 09 15:45:06 2025	1736433906	0	1222	1222	1053
Thu Jan 09 15:45:07 2025	1736433907	0	1223	1223	311
Thu Jan 09 15:45:09 2025	1736433909	0	1224	1224	1196
Thu Jan 09 15:45:13 2025	1736433913	0	1225	1226	1225
Thu Jan 09 15:45:04 2025	1736433904	0	1226	1227	1188
Thu Jan 09 15:45:09 2025	1736433909	0	1231	1231	1205
Thu Jan 09 15:45:09 2025	1736433909	0	1234	1234	1226
Thu Jan 09 15:45:11 2025	1736433911	0	1235	1235	1234
Thu Jan 09 15:45:06 2025	1736433906	0	1236	1236	1118
Thu Jan 09 15:45:12 2025	1736433912	0	1236	1236	1225
Thu Jan 09 15:45:08 2025	1736433908	0	1237	1238	891
Thu Jan 09 15:45:09 2025	1736433909	1	1237	1238	1233
Thu Jan 09 15:45:13 2025	1736433913	0	1239	1239	1228
Thu Jan 09 15:45:04 2025	1736433904	0	1243	1243	745
Thu Jan 09 15:45:04 2025	1736433904	0	1245	1245	973
Thu Jan 09 15:45:05 2025	1736433905	0	1246	1246	1233
Thu Jan 09 15:45:13 2025	1736433913	0	1246	1247	1234
Thu Jan 09 15:45:07 2025	1736433907	0	1247	1247	1242
Thu Jan 09 15:45:10 2025	1736433910	0	1249	1249	1248
Thu Jan 09 15:45:05 2025	1736433905	0	1249	1249	1232
Thu Jan 09 15:45:12 2025	1736433912	0	1252	1252	1235
Thu Jan 09 15:45:04 2025	1736433904	0	1257	1257	1256
Thu Jan 09 15:45:11 2025	1736433911	0	1258	1258	1243
Thu Jan 09 15:45:05 2025	1736433905	0	1263	1263	1236
Thu Jan 09 15:45:10 2025	1736433910	0	1263	1264	1157
Thu Jan 09 15:45:04 2025	1736433904	0	1264	1264	1239
Thu Jan 09 15:45:09 2025	1736433909	1	1264	1265	1246
Thu Jan 09 15:45:12 2025	1736433912	0	1269	1269	1256
Thu Jan 09 15:45:10 2025	1736433910	0	1269	1269	117
Thu Jan 09 15:45:04 2025	1736433904	0	1273	1273	1272
Thu Jan 09 15:45:06 2025	1736433906	0	1287	1287	1178
Thu Jan 09 15:45:12 2025	1736433912	0	1293	1294	1253
Thu Jan 09 15:45:07 2025	1736433907	0	1294	1294	1218
Thu Jan 09 15:45:11 2025	1736433911	0	1296	1296	1295
Thu Jan 09 15:45:11 2025	1736433911	0	1296	1296	1288
Thu Jan 09 15:45:09 2025	1736433909	0	1297	1297	276
Thu Jan 09 15:45:12 2025	1736433912	0	1297	1298	1257
Thu Jan 09 15:45:04 2025	1736433904	0	1298	1298	975
Thu Jan 09 15:45:06 2025	1736433906	0	1298	1299	1294
Thu Jan 09 15:45:12 2025	1736433912	0	1299	1299	1276
Thu Jan 09 15:45:06 2025	1736433906	0	1303	1304	1302
Thu Jan 09 15:45:04 2025	1736433904	0	1304	1304	1285
Thu Jan 09 15:45:07 2025	1736433907	0	1306	1306	1250
Thu Jan 09 15:45:06 2025	1736433906	0	1307	1307	1285
Thu Jan 09 15:45:10 2025	1736433910	0	1309	1310	1308
Thu Jan 09 15:45:12 2025	1736433912	0	1314	1314	1312
Thu Jan 09 15:45:06 2025	1736433906	0	1316	1316	1277
Thu Jan 09 15:45:06 2025	1736433906	0	1316	1316	1205
Thu Jan 09 15:45:12 2025	1736433912	0	1316	1316	1303
Thu Jan 09 15:45:10 2025	1736433910	0	1321	1321	710
Thu Jan 09 15:45:07 2025	1736433907	0	1323	1323	1303
Thu Jan 09 15:45:11 2025	1736433911	0	1325	1326	1310
Thu Jan 09 15:45:06 2025	1736433906	0	1328	1328	1284
Thu Jan 09 15:45:09 2025	1736433909	0	1329	1330	1329
Thu Jan 09 15:45:12 2025	1736433912	0	1330	1330	1330
Thu Jan 09 15:45:06 2025	1736433906	0	1333	1333	1305
Thu Jan 09 15:45:09 2025	1736433909	0	1334	1334	1327
Thu Jan 09 15:45:08 2025	1736433908	1	1334	1335	1334
Thu Jan 09 15:45:07 2025	1736433907	0	1344	1344	1277
Thu Jan 09 15:45:10 2025	1736433910	0	1344	1344	1344
Thu Jan 09 15:45:05 2025	1736433905	0	1355	1355	1298
Thu Jan 09 15:45:05 2025	1736433905	0	1357	1357	1301
Thu Jan 09 15:45:03 2025	1736433903	7	1352	1360	1351
Thu Jan 09 15:45:10 2025	1736433910	0	1361	1361	1322
Thu Jan 09 15:45:10 2025	1736433910	0	1371	1371	1331
Thu Jan 09 15:45:09 2025	1736433909	0	1372	1372	1361
Thu Jan 09 15:45:08 2025	1736433908	0	1372	1373	804
Thu Jan 09 15:45:12 2025	1736433912	0	1380	1380	1372
Thu Jan 09 15:45:10 2025	1736433910	0	1380	1380	1376
Thu Jan 09 15:45:09 2025	1736433909	0	1381	1381	1378
Thu Jan 09 15:45:08 2025	1736433908	0	1382	1382	1219
Thu Jan 09 15:45:07 2025	1736433907	0	1384	1385	650
Thu Jan 09 15:45:10 2025	1736433910	0	1385	1385	1342
Thu Jan 09 15:45:09 2025	1736433909	0	1388	1389	1377
Thu Jan 09 15:45:03 2025	1736433903	59	1335	1393	882
Thu Jan 09 15:45:10 2025	1736433910	0	1393	1394	1354
Thu Jan 09 15:45:12 2025	1736433912	0	1404	1405	1402
Thu Jan 09 15:45:09 2025	1736433909	0	1408	1408	1408
Thu Jan 09 15:45:03 2025	1736433903	6	1405	1411	895
Thu Jan 09 15:45:11 2025	1736433911	0	1412	1412	1409
Thu Jan 09 15:45:07 2025	1736433907	0	1423	1423	725
Thu Jan 09 15:45:03 2025	1736433903	6	1417	1423	1416
Thu Jan 09 15:45:06 2025	1736433906	0	1428	1428	583
Thu Jan 09 15:45:07 2025	1736433907	0	1431	1431	644
Thu Jan 09 15:45:13 2025	1736433913	0	1437	1437	1435
Thu Jan 09 15:45:10 2025	1736433910	0	1438	1438	1378
Thu Jan 09 15:45:07 2025	1736433907	0	1439	1439	1373
Thu Jan 09 15:45:05 2025	1736433905	0	1449	1449	1388
Thu Jan 09 15:45:04 2025	1736433904	0	1450	1450	1422
Thu Jan 09 15:45:07 2025	1736433907	0	1452	1453	1385
Thu Jan 09 15:45:07 2025	1736433907	0	1453	1453	1401
Thu Jan 09 15:45:10 2025	1736433910	0	1458	1458	1456
Thu Jan 09 15:45:07 2025	1736433907	0	1467	1468	1463
Thu Jan 09 15:45:10 2025	1736433910	0	1468	1468	1447
Thu Jan 09 15:45:03 2025	1736433903	51	1418	1469	1403
Thu Jan 09 15:45:10 2025	1736433910	0	1470	1470	1419
Thu Jan 09 15:45:12 2025	1736433912	0	1472	1473	1453
Thu Jan 09 15:45:12 2025	1736433912	0	1473	1473	1443
Thu Jan 09 15:45:09 2025	1736433909	0	1473	1473	1401
Thu Jan 09 15:45:06 2025	1736433906	0	1478	1478	1412
Thu Jan 09 15:45:10 2025	1736433910	0	1480	1480	825
Thu Jan 09 15:45:03 2025	1736433903	62	1421	1483	889
Thu Jan 09 15:45:12 2025	1736433912	0	1483	1483	1460
Thu Jan 09 15:45:12 2025	1736433912	0	1484	1484	1474
Thu Jan 09 15:45:03 2025	1736433903	50	1436	1486	1420
Thu Jan 09 15:45:03 2025	1736433903	51	1436	1487	1421
Thu Jan 09 15:45:10 2025	1736433910	0	1492	1492	1468
Thu Jan 09 15:45:07 2025	1736433907	0	1494	1495	793
Thu Jan 09 15:45:06 2025	1736433906	0	1499	1499	1204
Thu Jan 09 15:45:12 2025	1736433912	0	1500	1500	1482
Thu Jan 09 15:45:09 2025	1736433909	0	1503	1503	1469
Thu Jan 09 15:45:11 2025	1736433911	0	1507	1508	1490
Thu Jan 09 15:45:10 2025	1736433910	0	1508	1509	1438
Thu Jan 09 15:45:10 2025	1736433910	0	1509	1509	1459
Thu Jan 09 15:45:12 2025	1736433912	0	1511	1511	1482
Thu Jan 09 15:45:07 2025	1736433907	0	1515	1515	733
Thu Jan 09 15:45:09 2025	1736433909	0	1520	1520	1519
Thu Jan 09 15:45:07 2025	1736433907	0	1520	1521	1029
Thu Jan 09 15:45:11 2025	1736433911	0	1521	1522	1505
Thu Jan 09 15:45:06 2025	1736433906	0	1523	1523	1498
Thu Jan 09 15:45:08 2025	1736433908	0	1525	1525	1523
Thu Jan 09 15:45:06 2025	1736433906	0	1528	1528	1508
Thu Jan 09 15:45:03 2025	1736433903	4	1535	1539	1514
Thu Jan 09 15:45:03 2025	1736433903	6	1537	1542	1515
Thu Jan 09 15:45:13 2025	1736433913	0	1548	1548	1546
Thu Jan 09 15:45:07 2025	1736433907	0	1548	1548	1039
Thu Jan 09 15:45:07 2025	1736433907	0	1548	1548	1545
Thu Jan 09 15:45:07 2025	1736433907	0	1553	1554	1449
Thu Jan 09 15:45:10 2025	1736433910	0	1558	1558	1322
Thu Jan 09 15:45:09 2025	1736433909	0	1559	1559	1524
Thu Jan 09 15:45:12 2025	1736433912	1	1559	1560	1551
Thu Jan 09 15:45:10 2025	1736433910	0	1560	1560	1439
Thu Jan 09 15:45:09 2025	1736433909	0	1565	1565	1547
Thu Jan 09 15:45:09 2025	1736433909	0	1566	1566	902
Thu Jan 09 15:45:07 2025	1736433907	0	1569	1569	1057
Thu Jan 09 15:45:06 2025	1736433906	0	1571	1571	1544
Thu Jan 09 15:45:04 2025	1736433904	0	1573	1573	1559
Thu Jan 09 15:45:08 2025	1736433908	0	1573	1573	1556
Thu Jan 09 15:45:03 2025	1736433903	7	1567	1574	1551
Thu Jan 09 15:45:06 2025	1736433906	0	1577	1577	657
Thu Jan 09 15:45:10 2025	1736433910	0	1585	1585	1547
Thu Jan 09 15:45:03 2025	1736433903	5	1583	1589	1575
Thu Jan 09 15:45:04 2025	1736433904	0	1589	1589	1583
Thu Jan 09 15:45:12 2025	1736433912	0	1593	1594	1593
Thu Jan 09 15:45:06 2025	1736433906	0	1597	1597	1478
Thu Jan 09 15:45:05 2025	1736433905	0	1599	1599	1576
Thu Jan 09 15:45:11 2025	1736433911	0	1611	1611	1018
Thu Jan 09 15:45:09 2025	1736433909	0	1612	1612	963
Thu Jan 09 15:45:07 2025	1736433907	0	1614	1614	766
Thu Jan 09 15:45:10 2025	1736433910	0	1621	1622	1620
Thu Jan 09 15:45:09 2025	1736433909	0	1626	1627	1618
Thu Jan 09 15:45:08 2025	1736433908	0	1629	1629	1054
Thu Jan 09 15:45:03 2025	1736433903	53	1580	1633	839
Thu Jan 09 15:45:07 2025	1736433907	0	1651	1652	1645
Thu Jan 09 15:45:08 2025	1736433908	0	1652	1652	929
Thu Jan 09 15:45:03 2025	1736433903	45	1616	1661	1581
Thu Jan 09 15:45:06 2025	1736433906	0	1665	1665	1605
Thu Jan 09 15:45:12 2025	1736433912	0	1669	1669	1632
Thu Jan 09 15:45:04 2025	1736433904	0	1675	1675	1653
Thu Jan 09 15:45:05 2025	1736433905	0	1685	1685	1624
Thu Jan 09 15:45:03 2025	1736433903	44	1646	1691	1614
Thu Jan 09 15:45:07 2025	1736433907	0	1693	1693	1689
Thu Jan 09 15:45:09 2025	1736433909	1	1710	1711	1708
Thu Jan 09 15:45:05 2025	1736433905	0	1714	1714	1694
Thu Jan 09 15:45:04 2025	1736433904	0	1720	1720	1242
Thu Jan 09 15:45:12 2025	1736433912	0	1730	1730	1676
Thu Jan 09 15:45:05 2025	1736433905	0	1739	1739	1696
Thu Jan 09 15:45:07 2025	1736433907	0	1739	1740	183
Thu Jan 09 15:45:12 2025	1736433912	0	1762	1762	1692
Thu Jan 09 15:45:04 2025	1736433904	0	1775	1776	1029
Thu Jan 09 15:45:06 2025	1736433906	0	1776	1776	1736
Thu Jan 09 15:45:11 2025	1736433911	0	1776	1777	1751
Thu Jan 09 15:45:10 2025	1736433910	0	1797	1797	1713
Thu Jan 09 15:45:11 2025	1736433911	0	1808	1809	1795
Thu Jan 09 15:45:06 2025	1736433906	0	1843	1843	1831
Thu Jan 09 15:45:09 2025	1736433909	0	1845	1845	1835
Thu Jan 09 15:45:03 2025	1736433903	4	1852	1856	1152
Thu Jan 09 15:45:04 2025	1736433904	0	1864	1864	1839
Thu Jan 09 15:45:09 2025	1736433909	0	1878	1878	1197
Thu Jan 09 15:45:06 2025	1736433906	0	1899	1899	1816
Thu Jan 09 15:45:12 2025	1736433912	0	1949	1949	1395
Thu Jan 09 15:45:05 2025	1736433905	0	1962	1962	1669
Thu Jan 09 15:45:12 2025	1736433912	0	1967	1968	1455
Thu Jan 09 15:45:03 2025	1736433903	2	1976	1978	1945
Thu Jan 09 15:45:09 2025	1736433909	1	1981	1983	1960
Thu Jan 09 15:45:06 2025	1736433906	0	1995	1995	1979
Thu Jan 09 15:45:03 2025	1736433903	2	1997	2000	1978
Thu Jan 09 15:45:06 2025	1736433906	0	2033	2033	1954
Thu Jan 09 15:45:07 2025	1736433907	0	2037	2037	2015
Thu Jan 09 15:45:06 2025	1736433906	0	2044	2044	1955
Thu Jan 09 15:45:06 2025	1736433906	1	2063	2064	2056
Thu Jan 09 15:45:06 2025	1736433906	0	2070	2070	2028
Thu Jan 09 15:45:10 2025	1736433910	0	2079	2080	1413
Thu Jan 09 15:45:10 2025	1736433910	0	2114	2114	2097
Thu Jan 09 15:45:07 2025	1736433907	0	2123	2123	1587
Thu Jan 09 15:45:07 2025	1736433907	0	2129	2129	1670
Thu Jan 09 15:45:11 2025	1736433911	0	2136	2136	2135
Thu Jan 09 15:45:09 2025	1736433909	0	2142	2143	2139
Thu Jan 09 15:45:07 2025	1736433907	0	2165	2165	1639
Thu Jan 09 15:45:06 2025	1736433906	0	2168	2169	2020
Thu Jan 09 15:45:06 2025	1736433906	0	2176	2176	2175
Thu Jan 09 15:45:10 2025	1736433910	0	2190	2191	2174
Thu Jan 09 15:45:11 2025	1736433911	0	2206	2206	2175
Thu Jan 09 15:45:06 2025	1736433906	0	2233	2233	2153
Thu Jan 09 15:45:09 2025	1736433909	0	2241	2241	2172
Thu Jan 09 15:45:09 2025	1736433909	0	2254	2255	2252
Thu Jan 09 15:45:06 2025	1736433906	0	2281	2281	2248
Thu Jan 09 15:45:06 2025	1736433906	0	2282	2283	2226
Thu Jan 09 15:45:06 2025	1736433906	0	2282	2283	2226
Thu Jan 09 15:45:07 2025	1736433907	0	2289	2289	2271
Thu Jan 09 15:45:10 2025	1736433910	0	2314	2314	2295
Thu Jan 09 15:45:03 2025	1736433903	54	2293	2347	2243
Thu Jan 09 15:45:12 2025	1736433912	0	2543	2543	1923
Thu Jan 09 15:45:11 2025	1736433911	0	2558	2558	2555
Thu Jan 09 15:45:06 2025	1736433906	0	2564	2564	2459
Thu Jan 09 15:45:07 2025	1736433907	0	2730	2730	2729
Thu Jan 09 15:45:06 2025	1736433906	0	3173	3173	2645
